Boiler_Model_Type,GEO_Assigned_Identification_Number,Chimney_Height_m_nbr,Capacity_MWe_nbr,Date_Commissioned_dt,Turbine_Manufacturer,Boiler_Manufacturer,Generator_Manufacturer,Unit_Nbr,Turbine_Model_Type,Decommission_Date_dt,Unit_Efficiency_Percent_nbr,Generator_Model_Type,Control_NOx_yr,Control_SOx_yr,Control_PM_yr,Control_Hg_yr,Control_N2O_yr,Boiler_HRSG_Manufacturer,Unit_Efficiency_Percent,Chimney_Height_nbr,Boiler_HRSG_Model_Type,Diesel_Engine_Boiler_Manufacturer,Diesel_Engine_Boiler_Model_Type,Hydraulic_Head_m_nbr,Speed_RPM_nbr,Injection_Wells_nbr,Production_Wells_nbr,Pipe_Network_Length_km_nbr,Reactor_Manufacturer,Reactor_Type_Model,IAEA_ID,Construction_Start_Date_dt,Generator_Type_Model,Turbine_Type_Model,Panel_Manufacturer,Invertor_Manufacturer,Panel_Type_Model,Invertor_Type_Model,Number_Of_Panels_nbr,Storage_Backup_System,Solar_to_Electric_Efficiency_Percent_nbr,HCE_Manufacturer,Number_Of_Turbines_nbr,Rotor_Diameter_m_nbr,Peak_MWe_per_Turbine_nbr,Hub_Height_m_nbr,Max_Production_at_wind_speed_m_sec_nbr,Turbine_Model,Capacity_Factor_Percent_nbr
,44791,,32,1964-00-00,,,,2,ST-2,2005-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44791,100,100,1966-00-00,,,,3,ST-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44791,165,200,1971-00-00,,,,4,ST-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44791,165,200,1974-00-00,,,,5,ST-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44791,165,230,1978-00-00,,,,6,ST-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44792,,32,1956-00-00,,,,1,ST-1,1997-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44792,,32,1956-00-00,,,,2,ST-2,1997-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44792,,32,1960-00-00,,,,3,ST-3,1997-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44792,,32,1960-00-00,,,,4,ST-4,1997-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44792,,110,1969-00-00,Skoda,Timace,Koncar,5,ST-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44792,,110,1977-00-00,Skoda,Timace,Koncar,6,ST-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44792,300,230,1988-00-00,Skoda,Timace,Koncar,7,ST-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44793,160,300,1983-00-00,LMZ Russia,Podoloski,Electrosila,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44794,310,300,1985-00-00,LMZ Russia,Podolski,Electrosila,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4377,,33,1986-00-00,C. A. Parsons,Lentjes,Toshiba,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4377,,33,1987-00-00,C. A. Parsons,Lentjes,Toshiba,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4377,,33,1988-00-00,C. A. Parsons,Lentjes,Toshiba,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4377,,33,1989-00-00,C. A. Parsons,Lentjes,Toshiba,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circulating Fluidised Bed,45237,,150,2013-00-00,Dongfang,Wuxi Huaguang,Dongfang,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circulating Fluidised Bed,45237,,150,2013-00-00,Dongfang,Wuxi Huaguang,Dongfang,2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circulating Fluidised Bed Fluid Bed,45237,,150,2014-00-00,Dongfang,Wuxi Huaguang,Dongfang,3,ST-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circulating Fluidised Bed,45237,,150,2014-00-00,Dongfang,Wuxi Huaguang,Dongfang,4,ST-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43300,,365,2011-00-00,Siemens,Doosan-Babcock,Siemens,1,ST-1,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43300,,365,2012-00-00,Siemens,Doosan-Babcock,Siemens,2,ST-2,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43300,,365,2012-00-00,Siemens,Doosan-Babcock,Siemens,3,ST-3,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43301,,360,2012-00-00,Siemens,Doosan-Babcock,Siemens,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43306,,10,1963-00-00,,Stein,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43306,,10,1974-00-00,,Stein,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43299,150,63,1974-00-00,Franco Tosi,Ansaldo Italy,Asgen Italy,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43299,150,63,1974-00-00,Franco Tosi,Ansaldo Italy,Asgen Italy,2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43299,150,160,1986-00-00,Alston France,Stein Industrie France,Brown-Boveri Switzerland,3,ST-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43299,150,160,1986-00-00,Alston France,Stein Industrie France,Brown-Boveri Switzerland,4,ST-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43299,,350,2010-11-09,China,China,China,5,ST-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43305,,18,1962-01-05,AEG - GESELLSCHAFT,Steinmuller,AEG - GESELLSCHAFT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43305,,18,1962-01-05,AEG - GESELLSCHAFT,Steinmuller,AEG - GESELLSCHAFT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43305,,18,1962-01-05,AEG - GESELLSCHAFT,Steinmuller,AEG - GESELLSCHAFT,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43305,,18,1969-01-03,AEG - GESELLSCHAFT,Steinmuller,AEG - GESELLSCHAFT,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43388,,5,1953-00-00,Escher-Wyss (Switzerland),Oerlikon (Switzerland),Babcock & Wilcox (England),1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43388,,5,1953-00-00,Escher-Wyss (Switzerland),Oerlikon (Switzerland),Babcock & Wilcox (England),2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43388,,10,1955-00-00,Brown Boveri,Freres Sulzer (Switzerland),Brown Boveri,3,ST-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43298,,50,1965-03-00,MAN,MAN,Brown Boveri and Cie (BBC),1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43298,,50,1967-02-00,MAN,MAN,Brown Boveri and Cie (BBC),2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43298,,66,1974-02-00,Ansaldo,Ansaldo (under license from Babcock & Wilcox),Asgen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43298,,66,1973-01-00,Ansaldo,Ansaldo (under license from Babcock & Wilcox),Asgen,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43298,,131,1979-11-00,Skoda Czech,Tlmace Czech,Skoda Czech,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43298,,131,1980-07-00,Skoda Czech,Tlmace Czech,Skoda Czech,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43298,,363,1997-02-00,Ansaldo,Babcock/Skoda-ses Tlmace,Skoda Czech,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RA-380V,42181,,120,1971-00-00,ZAMECH Elblonk,Rafako Czech,Dolmel,1,TK-120,,,TGH-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42180,200,210,1973-00-00,LMZ Russia,Rafako Poland,Electrosila Russia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42180,200,210,1974-00-00,LMZ Russia,Rafako Poland,Electrosila Russia,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42180,200,210,1975-00-00,LMZ Russia,Rafako Poland,Electrosila Russia,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42177,,335,2011-06-03,Alstom,Alstom,Alstom,1,,,,,2011,2011,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42177,,335,2011-06-03,Alstom,Alstom,Alstom,2,,,,,2011,2011,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42178,325,150,1966-11-10,HTGZ (Kharkovsky),Podoloski Russia,HTGZ (Kharkovsky),1,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42178,325,150,1966-11-10,HTGZ (Kharkovsky),Podoloski Russia,HTGZ (Kharkovsky),2,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42178,325,150,1966-11-10,HTGZ (Kharkovsky),Podoloski Russia,HTGZ (Kharkovsky),3,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42178,325,150,1968-11-24,HTGZ (Kharkovsky),Podoloski Russia,HTGZ (Kharkovsky),4,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42178,325,210,1975-00-00,LMZ Russia,Podoloski Russia,Electrosila Russia,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42178,325,230,1976-00-00,LMZ Russia,Podoloski Russia,Electrosila Russia,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42178,325,215,1978-00-00,LMZ Russia,Podoloski Russia,Electrosila Russia,7,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42178,325,215,1995-11-28,LMZ Russia,Podoloski Russia,Electrosila Russia,8,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42179,325,210,,LMZ Russia,Podoloski Russia,Electrosila Russia,1,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42179,325,210,,LMZ Russia,Podoloski Russia,Electrosila Russia,2,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42179,325,210,,LMZ Russia,Podoloski Russia,Electrosila Russia,3,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42179,325,210,,LMZ Russia,Podoloski Russia,Electrosila Russia,4,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42183,,210,1968-00-00,LMZ Russia,Taganrog Russia,Electrosila Russia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42183,,210,1968-00-00,LMZ Russia,Taganrog Russia,Electrosila Russia,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42183,,210,1969-00-00,LMZ Russia,Taganrog Russia,Electrosila Russia,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42183,,210,1977-00-00,LMZ Russia,Taganrog Russia,Electrosila Russia,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42183,,210,1978-00-00,LMZ Russia,Taganrog Russia,Electrosila Russia,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42183,,210,1979-00-00,LMZ Russia,Taganrog Russia,Electrosila Russia,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2266,,60,1956-00-00,Brown Boveri & Cie,Combustion Engineering,Brown Boveri & Cie,1,,2000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2266,,60,1956-00-00,Brown Boveri & Cie,Combustion Engineering,Brown Boveri & Cie,2,,2000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2266,,150,1969-00-00,GE,Alstom,GE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2266,,150,1975-00-00,GE,Alstom,GE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2266,150,370,1981-00-00,Hitachi,Alstom,Hitachi,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3289,,410,1989-10-00,GE (UK),Combustion Engineering,GE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3289,,410,1994-10-00,GE (UK),Combustion Engineering,GE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,3289,,490,2005-03-00,Hitachi,Babcock Hitachi,Hitachi,3,,,,,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3440,,150,1972-00-00,Hitachi,Babcock and Wilcox,Hitachi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5360,,380,1986-00-00,Hitachi,Alstom,Hitachi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5360,,380,1990-00-00,Hitachi,Alstom,Hitachi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5596,,66,1958-00-00,,,,1,,2004-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5596,,66,1956-00-00,,,,2,,2004-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5596,,150,1956-00-00,,,,3,,2002-11-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5596,,300,1968-00-00,,,,4,,2010-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5964,,304,1970-00-00,Associated Electric Industries Ltd,Combustion Engineering,,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5964,,304,1973-00-00,Associated Electric Industries Ltd,Combustion Engineering,,2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5964,,380,1976-00-00,"General Electric (UK),",combustion engineering,,3,ST-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5964,,380,1977-00-00,"General Electric (UK),",Combustion Engineering,,4,ST-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5964,,433,1978-00-00,"General Electric (UK),",Combustion Engineering,,5,ST-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5964,,433,1980-00-00,English Electric,Combustion Engineering,,6,ST-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40861,,400,1983-00-00,Hitachi,Combustion Engineering,Hitachi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40861,,400,1984-00-00,Hitachi,Combustion Engineering,Hitachi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supercritical,40861,,495,2011-09-00,Hitachi,Hitachi,Hitachi,3,Supercritical,,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2418,,33,1957-00-00,,Combustion Engineering,,1,ST-1,1996-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2418,,33,1958-00-00,,Combustion Engineering,,2,ST-2,1996-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2418,,33,1958-00-00,,Combustion Engineering,,3,ST-2,1996-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2418,,33,1958-00-00,,Combustion Engineering,,4,ST-4 ,1996-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2418,,105,1970-00-00,Brown Boveri & Cie,Babcock and Wilcox,Brown Boveri & Cie,5,ST-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2297,,450,1993-00-00,Toshiba,Combustion Engineering,Toshiba,1,ST-2 Reheat condensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3371,,57,1963-00-00,Parsons,Babcock and Wilcox,Parsons,1,,2010-03-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4048,150,150,1979-11-01,Toshiba,Combustion Engineering,Toshiba,1,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4048,150,150,1981-11-01,Toshiba,Combustion Engineering,Toshiba,2,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4048,150,150,1982-11-01,Toshiba,Combustion Engineering,Toshiba,3,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4048,150,150,1984-11-01,Toshiba,Combustion Engineering,Toshiba,4,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circulating fluidized-bed (CFB),4829,,192,1994-00-00,GE,Pyropower,GE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4835,,79,1969-00-00,GE,Combustion Engineering,Howden Parsons,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4835,,150,1973-00-00,Stal,Babcock & Wilcox,Parsons,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5772,150,150,1969-00-00,,Babcock & Wilcox,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5772,150,160,1969-00-00,,Babcock & Wilcox,,2,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2189,145,230,1985-00-00,Brown Boveri and Cie,Babcock & Wilcox,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3976,146,300,1961-10-30,Parsons,Babcock & Wilcox,,1,,2005-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3976,146,300,1962-00-00,Parsons,Babcock & Wilcox,,2,,2005-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3976,146,300,1964-00-00,Associated Electric Industries Ltd,Combustion Engineering,,3,,2005-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3976,146,300,1965-00-00,Associated Electric Industries Ltd,Combustion Engineering,,4,,2005-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3976,146,300,1965-00-00,Associated Electric Industries Ltd,Babcock & Wilcox,,5,,2005-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3976,146,300,1966-00-00,Associated Electric Industries Ltd,Babcock & Wilcox,,6,,2005-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3976,146,300,1968-00-00,Parsons,Babcock & Wilcox,,7,,2005-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3976,146,300,1968-00-00,Parsons,Babcock & Wilcox,,8,,2005-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3987,,500,1969-00-00,GE,combustion engineering,GE,1,,2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3987,,500,1969-00-00,GE,Combustion Engineering,GE,2,,2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3987,,525,1970-00-00,GE,Combustion Engineering,GE,3,,2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3987,,525,1970-00-00,GE,Combustion Engineering,GE,4,,2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4438,,512,1972-00-00,Parsons (now Siemens),Babcock and Wilcox,,1,,2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4438,,512,1972-00-00,Parsons (now Siemens),Babcock and Wilcox,,2,,2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4438,,512,1972-00-00,Parsons (now Siemens),Babcock and Wilcox,,3,,2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4438,,512,1972-00-00,Parsons (now Siemens),Babcock and Wilcox,,4,,2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4438,,512,1972-00-00,Parsons (now Siemens),Babcock and Wilcox,,5,,2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4438,,512,1972-00-00,Parsons (now Siemens),Babcock and Wilcox,,6,,2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4438,,512,1972-00-00,Parsons (now Siemens),Babcock and Wilcox,,7,,2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4438,,512,1978-00-00,Parsons (now Siemens),Babcock and Wilcox,,8,,2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5716,198,100,1963-00-00,,,,1,ST-1,1984-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5716,198,165,1983-00-00,Brown Boveri and Cie,Combustion Engineering,Brown Boveri and Cie,2,ST-2,2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5716,198,165,1983-00-00,Brown Boveri and Cie,Combustion Engineering,Brown Boveri and Cie,3,ST-3,2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2103,,62,1959-00-00,,,,1,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2103,,62,1959-00-00,,,,2,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2103,,139,1970-00-00,,,,3,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2103,,139,1970-00-00,,,,4,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2103,,139,1973-00-00,,,,5,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2103,,273,1978-00-00,,,,6,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4849,122,291,1981-06-20,Hitachi Japan,Babcock and Wilcox,Hitachi Japan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4849,122,291,1983-00-00,Hitachi Japan,Babcock and Wilcox,Hitachi Japan,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5349,,279,1992-00-00,Hitachi,Babcock and Wilcox,Hitachi,1,,,,,1993,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44691,,158,1998-00-00,GE,,GE,1,ST-1 270T366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44691,,24,1998-00-00,Hitachi,,Hitachi,2,GT-1 PG5341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44595,,150,1996-00-00,Skoda,B&W Espanola,Ansaldo,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44595,,170,1998-00-00,Skoda,Ansaldo,Ansaldo,2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44608,,37.5,1970-00-00,,,,1,ST-U10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44608,,37.5,1970-00-00,,,,2,ST-U11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44608,,85.3,1983-00-00,,,,3,ST-U12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44608,,85.5,1985-00-00,,,,4,ST-U13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44608,,136.4,1987-00-00,,,,5,ST-U14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44608,,132.4,1990-00-00,,,,6,ST-U15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44609,,136.3,1995-00-00,MHI Japan,MHI Japan,Melco,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44609,,141,1997-00-00,MHI Japan,MHI Japan,Melco,2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44666,,272,2011-04-00,Ansaldo Energia,Doosan Heavy Industries,Ansaldo Energia,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44666,,272,2011-11-00,Ansaldo Energia,Doosan Heavy Industries,Ansaldo Energia,2,ST-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFB,44693,,165,2010-00-00,Skoda,Foster Wheeler,Skoda,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFB,44694,,165,2011-00-00,Skoda,Foster Wheeler,Skoda,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural circulation,44592,,152,1995-07-00,ST-1,Mitsubishi,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44592,,152,1996-08-00,ST-2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44592,,152,2009-07-00,ST-3,,,3,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44592,,152,2010-10-00,ST-4,,,4,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44603,,120,1964-00-00,GE,Babcock & Wilcox,GE,1,ST-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
